,Season,Episode,Character,Line,Processed Line
56319,6,7,Butters,"Oh yes! I have plotted for weeks, and figured that if we build a huge ...wooden shade eighty feet high, a-and fifty feet wide , precisely on this hill, South Park ...will forever be cast in a great shadow.",oh yes i have plotted for weeks and figured that if we build a huge  wooden shade eighty feet high aand fifty feet wide  precisely on this hill south park  will forever be cast in a great shadow
56321,6,7,Butters,"Soon, all people will have to live like moles! They will love only to remember with sorrow how great the sun used to be!",soon all people will have to live like moles they will love only to remember with sorrow how great the sun used to be
56325,6,7,Butters,"He did? Hawww, heck. I thought I was bein' original.",he did hawww heck i thought i was bein original
56327,6,7,Butters,"Aww, I don't wanna do it now , not if they already did it on the Simpsons.  I have to think of something else.  Uh Goddamnit, how come every time I think of something clever, the Simpsons already did it?",aww i dont wanna do it now  not if they already did it on the simpsons  i have to think of something else  uh goddamnit how come every time i think of something clever the simpsons already did it
56328,6,7,Cartman,Sea people... coming in the mail tomorrow...  Yesss... Yeesss...,sea people  coming in the mail tomorrow   yesss  yeesss 
56329,6,7,Cartman,"Look at me, livin' free
Free and clean amongst the Sea People
''We look for pirates and search for gold.
Life is an adventure with the Sea People
They don't ever complain, they don't call me fat.
They don't make me do homework or nothin' like that.
This is the way life was meant to be. Laughin' and singing,
Sea people and me.
Sea people and me, you guys.","look at me livin free
free and clean amongst the sea people
we look for pirates and search for gold
life is an adventure with the sea people
they dont ever complain they dont call me fat
they dont make me do homework or nothin like that
this is the way life was meant to be laughin and singing
sea people and me
sea people and me you guys"
56330,6,7,Cartman,"Woowww. Only three more hours, sea people.  Only three hours and you can take me away from this crappy goddamned planet full of hippies.",woowww only three more hours sea people  only three hours and you can take me away from this crappy goddamned planet full of hippies
56331,6,7,Cartman,"Okay. I've added the water purifier tablet to the Sea People Kingdom tank. Now it says  ""Step 2.  Add the Sea People eggs to the water; you will see sea life spring instantly.""  Okay, let's just run through this one more time: when the sea people arrive I will welcome them to South Park as Ambassador of Earth. Tweek, you give them the key to the city, and we'll all engage them in simple conversation. We've gotta make sea people feel comfortable, okay? Ready?",okay ive added the water purifier tablet to the sea people kingdom tank now it says  step 2  add the sea people eggs to the water you will see sea life spring instantly  okay lets just run through this one more time when the sea people arrive i will welcome them to south park as ambassador of earth tweek you give them the key to the city and well all engage them in simple conversation weve gotta make sea people feel comfortable okay ready
56332,6,7,Stan,Ready. Let's see 'em.,ready lets see em
56333,6,7,Cartman,"Hold the sign up, Kyle!  Higher, Kyle!  Okay.  Here we go.",hold the sign up kyle  higher kyle  okay  here we go
56334,6,7,Stan,Are they playing basketball?,are they playing basketball
56335,6,7,Cartman,What the fuck is this?!,what the fuck is this
56336,6,7,Stan,"Hey, these are brine shrimp. I used to feed them to my fish.",hey these are brine shrimp i used to feed them to my fish
56337,6,7,Cartman,I got RIPPED OFF!,i got ripped off
56338,6,7,Kyle,"I told you, Cartman.",i told you cartman
56339,6,7,Cartman,"Oh, shut up, Kyle!!! Shut your Goddamned Jew mouth!!! You people are why there's war in the Middle East!!!  And you, Tweek!! Why don't you learn to button your shirt right, for once?! You're as bad as Stan with his stupid girlfriend, always spending time with her!! God, I hate you guys!!  They were supposed to take me away to their underwater kingdom. They were supposed to take me on adventures of the deep",oh shut up kyle shut your goddamned jew mouth you people are why theres war in the middle east  and you tweek why dont you learn to button your shirt right for once youre as bad as stan with his stupid girlfriend always spending time with her god i hate you guys  they were supposed to take me away to their underwater kingdom they were supposed to take me on adventures of the deep
56341,6,7,Stan,What are we gonna do with them?,what are we gonna do with them
56342,6,7,Cartman,Who cares?! Throw 'em away!!,who cares throw em away
56343,6,7,Kyle,Hey! Let's pour them in the teacher's coffee tomorrow morning.,hey lets pour them in the teachers coffee tomorrow morning
56344,6,7,Stan,"Yeah, that'd be funny.",yeah thatd be funny
56346,6,7,Cartman,"Alright, listen to me! We must take a strict vow of silence!",alright listen to me we must take a strict vow of silence
56348,6,7,Cartman,"Shh! Tweek, shut the hell up!",shh tweek shut the hell up
56349,6,7,Butters,"General Disarray, are your parents home?",general disarray are your parents home
56351,6,7,Butters,"Ah, I've done it, General Disarray. I've completed my most horrible deed to date.",ah ive done it general disarray ive completed my most horrible deed to date
56353,6,7,Butters,"You know that big statue in the town square of pioneer John Wesley Powell? I snuck over there with a hacksaw and uh, and I cut off his head!  Hahahahaa, yeah!",you know that big statue in the town square of pioneer john wesley powell i snuck over there with a hacksaw and uh and i cut off his head  hahahahaa yeah
56355,6,7,Butters,"Hahaha, and they're probably just realizing that now! Quick! We must turn on the news!",hahaha and theyre probably just realizing that now quick we must turn on the news
56357,6,7,Butters,Look! Look! I've made the news! I-I've wreaked havoc!,look look ive made the news iive wreaked havoc
56359,6,7,Butters,"I finally made the world sorry! I've brought sadness, a-and chaos!",i finally made the world sorry ive brought sadness aand chaos
56364,6,7,Butters,"Oh. Uh-m, son of a bitch.",oh uhm son of a bitch
56366,6,7,Butters,Well why didn't you tell me the Simpsons already did that?,well why didnt you tell me the simpsons already did that
56371,6,7,Kyle,"See? We're just watching cartoons, like always. Nothing's changed.",see were just watching cartoons like always nothings changed
56373,6,7,Stan,"Stop it, Tweek! We're pretending like nothing happened.",stop it tweek were pretending like nothing happened
56376,6,7,Stan,"Oh jeez, change the channel.",oh jeez change the channel
56378,6,7,Stan,"They found the sea men! It's only a matter of tiime before they find the women, too!",they found the sea men its only a matter of tiime before they find the women too
56383,6,7,Cartman,Tweek! Where are you going?,tweek where are you going
56385,6,7,Stan,"Hey, Tweek, you're in this just as much as we are!",hey tweek youre in this just as much as we are
56387,6,7,Kyle,"Yeah, but you're our new friend and that makes you cul.. p-piable!",yeah but youre our new friend and that makes you cul  ppiable
56388,6,7,Cartman,"In fact, that makes you the most responsible. Tweek, you might have to take the fall on this one.",in fact that makes you the most responsible tweek you might have to take the fall on this one
56391,6,7,Stan,"Chef, we did something kind of bad.",chef we did something kind of bad
56392,6,7,Kyle,We don't know who else to talk to.,we dont know who else to talk to
56394,6,7,Stan,We need you to promise not to tell anybody.,we need you to promise not to tell anybody
56396,6,7,Stan,We... killed our teacher and they found our seamen in her stomach,we  killed our teacher and they found our seamen in her stomach
56398,6,7,Stan,So what should we do?,so what should we do
56399,6,7,Kyle,"Wow, I guess this really is a big deal.",wow i guess this really is a big deal
56400,6,7,Cartman,"We've only got one option, you guys. We're gonna have to go to that hospital where they're doing the autopsy and get our seamen back ourselves.",weve only got one option you guys were gonna have to go to that hospital where theyre doing the autopsy and get our seamen back ourselves
