Season,Episode,Character,Line,Processed Line
9,3,Cartman,This will only take a second.,this will only take a second
9,3,Cartman,"Welcome to our offices, Token. As you can see, we are quite a successful company. Did you notice the fountain? Pretty nice, hm?  Come on over this way, Token.  Guys, you remember Token. He's thinking about becoming a client.",welcome to our offices token as you can see we are quite a successful company did you notice the fountain pretty nice hm  come on over this way token  guys you remember token hes thinking about becoming a client
9,3,Stan,"Ohhhh Token. Right, yeah, you're makin' a smart move, man.",ohhhh token right yeah youre makin a smart move man
9,3,Cartman,"Now, Token, I I know what you're saying to yourself: You're saying, ""Hey, why do I need an agency? Why should I give them ten percent?"" Right?",now token i i know what youre saying to yourself youre saying hey why do i need an agency why should i give them ten percent right
9,3,Cartman,"Token, the truth is that without representation, you're in danger of being taken advantage of.  Uh uh, excuse me just a second, Token.  Super Awesome Talent Agency. Oh yes, hello! How are you, Abraham Lincoln?  Yeah, yeah, no, I'm happy you called, Abraham Lincoln. I'm just sort of in the middle of something right now.",token the truth is that without representation youre in danger of being taken advantage of  uh uh excuse me just a second token  super awesome talent agency oh yes hello how are you abraham lincoln  yeah yeah no im happy you called abraham lincoln im just sort of in the middle of something right now
9,3,Kyle,Can I talk to you?!,can i talk to you
9,3,Cartman,"I'll I'll call you back, Abe.",ill ill call you back abe
9,3,Kyle,What the hell are you doing?!,what the hell are you doing
9,3,Cartman,I'm making it look like important people call us.,im making it look like important people call us
9,3,Kyle,Abraham Lincoln has been dead for two hundred years!,abraham lincoln has been dead for two hundred years
9,3,Cartman,...well Token doesn't know that., well token doesnt know that
9,3,Kyle,"Token actually pays attention in school! Unlike you, fatass!",token actually pays attention in school unlike you fatass
9,3,Stan,"You guys, we're gonna lose our client.",you guys were gonna lose our client
9,3,Cartman,"Yes, yes, I think that's a good idea, guys. Let's give Michael Jordan a call about that.  Ah, now, where were we?",yes yes i think thats a good idea guys lets give michael jordan a call about that  ah now where were we
9,3,Stan,"Look, Token, here's the bottom line. You're gonna start having a lot of offers comin' at you from all directions. A media storm is about to hit you and you can't handle it on your own. Nobody can.",look token heres the bottom line youre gonna start having a lot of offers comin at you from all directions a media storm is about to hit you and you cant handle it on your own nobody can
9,3,Kyle,"Eminem, Justin Timberlake, Hootie... They all have agents. You need somebody to manage it all for you.",eminem justin timberlake hootie  they all have agents you need somebody to manage it all for you
9,3,Stan,"This thing in Denver is is just the crust, Token. With our support, you can have the whole pie.",this thing in denver is is just the crust token with our support you can have the whole pie
9,3,Cartman,Uh if... we could just get you to sign right here?,uh if  we could just get you to sign right here
9,3,Kyle,"Welcome to the team, Token.",welcome to the team token
9,3,Stan,"Ah Kenny, Token just signed with us!",ah kenny token just signed with us
9,3,Cartman,"From now on, we are an entertainment team, Token. You just do all the singing, all the performing and all the entertaining,and leave the rest to us.",from now on we are an entertainment team token you just do all the singing all the performing and all the entertainingand leave the rest to us
9,3,Stan,"Oh, you're interested in hiring our client?",oh youre interested in hiring our client
9,3,Cartman,"We represent Token.  Give us a call, we'll work out a deal.",we represent token  give us a call well work out a deal
9,3,Stan,"You were awesome, Token!",you were awesome token
9,3,Kyle,We knew you could do it!,we knew you could do it
9,3,Cartman,"Two hundred dollars, Token, that's great! And ten percent of two hundred is...",two hundred dollars token thats great and ten percent of two hundred is 
9,3,Stan,This is just the beginning. I bet we start to see all kinds of offers comin' in for Token now.,this is just the beginning i bet we start to see all kinds of offers comin in for token now
9,3,Stan,"Uh excuse me, Token already has representation.",uh excuse me token already has representation
9,3,Cartman,You may have heard of Super Awesome Talent Agency.,you may have heard of super awesome talent agency
9,3,Cartman,"Token, you signed with us!",token you signed with us
9,3,Cartman,What?! Uh they're not so great! They probably don't have a fountain in their lobby!,what uh theyre not so great they probably dont have a fountain in their lobby
9,3,Kyle,"Mister, you can't do this to us!",mister you cant do this to us
9,3,Stan,So unfair... so unfair.,so unfair  so unfair
9,3,Kyle,All that time and effort we spent helping Token and this is the thanks we get?!,all that time and effort we spent helping token and this is the thanks we get
9,3,Cartman,This just goes to show that hard work doesn't pay off! I'm gonna be a homeless drug addict from now on!,this just goes to show that hard work doesnt pay off im gonna be a homeless drug addict from now on
9,3,Stan,You were looking for a talent agent?,you were looking for a talent agent
9,3,Stan,And what does she do?,and what does she do
9,3,Stan,"Uh, we're sorry dude, but getting her career off the ground would take too much work for us.",uh were sorry dude but getting her career off the ground would take too much work for us
9,3,Cartman,You've ...already done all the work?,youve  already done all the work
9,3,Kyle,"Sir, we would love to sign your wife.",sir we would love to sign your wife
9,3,Cartman,"We'll go to LA with your wife. All she has to do is go on the show, do all the performing, make all the money, and leave the rest to us.",well go to la with your wife all she has to do is go on the show do all the performing make all the money and leave the rest to us
9,3,Stan,"Hi, Mr. Lu Kim? Uh hi, it's Wing's agents. Everything's fine, yeah, but we're supposed to arrive in Los Angeles in about four hours. Listen, does your wife ever eat? Or anything?",hi mr lu kim uh hi its wings agents everythings fine yeah but were supposed to arrive in los angeles in about four hours listen does your wife ever eat or anything
9,3,Stan,"Uhh, all right. We'll call you after she goes on TV.",uhh all right well call you after she goes on tv
9,3,Stan,"Uh sure, here she is.  Okay, finarry everything rookin' up for me and my family.  Welcome to Shitty Wok, take your order prease?  Aw crap, Chinese Mafia!  Aaaaahh!",uh sure here she is  okay finarry everything rookin up for me and my family  welcome to shitty wok take your order prease  aw crap chinese mafia  aaaaahh
9,3,Stan,There it is! American Idol contestants!,there it is american idol contestants
9,3,Kyle,"Jesus, we made it just in time!",jesus we made it just in time
9,3,Stan,Ah our client has an audition to this show.,ah our client has an audition to this show
9,3,Cartman,"Dude, how long is the wait?",dude how long is the wait
9,3,Stan,"Oh no, no no no, come on!  Excuse me, ma'am.",oh no no no no come on  excuse me maam
9,3,Stan,"No, I don't think you understand. We're here with Wing. That's right, the Wing.",no i dont think you understand were here with wing thats right the wing
9,3,Kyle,"Ma'am, we are a very important talent agency. If your producers knew you were forcing people of our stature to the back of the line, well-",maam we are a very important talent agency if your producers knew you were forcing people of our stature to the back of the line well
