Character,Line
Stan,We have to teach our parents a lesson! Show them they can't just play with our emotions like that!
Cartman,"Token, I wasn't on that jury. Okay?"
Mr. Garrison,"Hey, hurry up in there!  Jesus.  You're taking too long in the damn Tree of Insight!  You in there?!  Hey, where the hell did she go?  What the?  Haaa! Who? Who are you?"
Kyle,A hundred thousand for a picture of Britney peeing on a ladybug. Imagine what a photo of her crapping on a squirrel is worth!
Kyle,"No dude, screw that! Jimmy, if Cartman didn't write the joke, then definitely don't sign any patent papers with him! Just say ""Cartman, you didn't have anything to do with this joke and you know it!"""
Butters,Two weeks ago. It used to be a Banaaana Repuuubliiic.
Cartman,You sons of bitches!
Stan,"Hoh, hoh, hohhh! Hohhh!"
Cartman,"But then, who was the guitar player for Guns N' Roses?"
Kyle,"It's worth a shot. Come on, you guys, we can do this."
Butters,"Yeah, well it was the closest place to hide."
Kyle,All this for a bunch of stupid movies?
Butters,"Why would you turn ""Craig's mom's bush"" into a music video starring us?!"
Kyle,I have to join Jewleeard and make Grandma proud!  Tell my parents I'll call them.
Randy,"Well, hold on, stay by the lake. I wanna kill you now."
Mr. Garrison,"Don't look at me! Uh, y'all go on your bastard trip and just- don't look at me!"
Cartman,Twinkle in my eye.  haha. HahaHAAhahahaha.
Cartman,"- of the United States of America. OUR United States, not the one Wendy Testaburger would have, a socialist dunghole -"
Mr. Garrison,"Look, there's more of them moving into our town.  You know, Oprah Winfrey is building a house up on Cannon, and some Snoop Doggy Doo Doo buildin' a gigantic place up on Main."
Kyle,"I'm a hundred percent ready, coach!"
Cartman,"Who you calling stupid, Jew?"
Cartman,I just don't know what I'm gonna do.  Sometimes I wonder if God isn't toying with me.
Cartman,I would like some Sunny Delight too.
Kyle,"No it isn't, you fat turd! Because, I've learned something today. You just hate-  See, I knew it."
Cartman,"I get to use it first you guys!  Mom, did our digital sports watch come yet?"
Cartman,The other way to stop the outbreak. Token isn't the only Patient Zero. The outbreak won't happen if... we shoot George Zimmerman. We have to get to Florida!
Mr. Garrison,I couldn't help but notice that black eye you have.  Are there problems at home?
Cartman,"Well, you shouldn't be such a dick, dude."
Cartman,Well if you get grounded in virtual reality you get grounded in real life too! For EVER!
Kyle,"Agh! Look, dude, we're on level 24, about to cross into the Caverns of Madness!"
Butters,"I know, but are you sure Kyle has to be taught a lesson?"
Cartman,"Well, I guess that's it. You're going to have to only allow me into the Easter Egg hunt, sir. I'm the only one qualified."
Kyle,What's wrong with his face?
Butters,"Jeez, we're out of finished burgers again, Eric. We need more."
Stan,"I just, I can't concentrate 'cause my dog is gay."
Cartman,"Nono, you fucked me! Fuck you!"
Cartman,"Yes, and no time to do it. No time..."
Cartman,Aw crap! You mean everyone knows my wiener is smaller than everyone else's because of me?!
Kyle,"Alright, what is it?!"
Kyle,Car... Cartman! You've gotta swim! Kick with your legs!
Kyle,"Nothing. Um , my period is really uuuh...  Uuuh, my period is going swimmingly."
Kyle,"You mean, intercourse with a girl?"
Kyle,"Jesus, you may be right."
Stan,We should do what we always do. Ask Chef for help.
Mr. Garrison,There's nothing wrong with Tweek. I bet he'll do a great job in your group.
Randy,It's not fun! You two have demons you're trying to compensate for!
Cartman,"So he got HIV like fifty years ago, and he's still totally fine! Magic Johnson has some kind of resistance to the virus, Kyle. I've been researching it since I got infected. If we can track him down and isolate his genetic prototype, we have a chance of beating this thing, buddy.  You and me, Kyle. We can overcome our illness; I swear it to you!"
Randy,Waaarg! Look at the people watching movies on their Xbox. Haarrrr!
Cartman,"Well, think about it.  The first people inside are gonna have to take on the brunt of the holiday shoppers from the main entrance. It's best we let Butters and Scott Malkinson go first. While they fight, we can simply slip on by."
Randy,JUST GET THE GUN!!
Kyle,Well... what kind of stuff does she like? Do you know?
Randy,"The spirit of middle-class white people is strong in you, son. Seek out the wise man in Bellocreek. Now go. GO!"
Cartman,"We're going back in time to third grade! Goodbye, teacher! Perhaps we shall see you in another year! Hahaaa!"
Kyle,I'm gonna shove that thing up your ass!
Randy,"Yeah, I'm...  I'm good!  Feel a lot better."
Kyle,"Oh, jeez, we're gonna have to buy tons of these things."
Butters,I'm a lost soul. A dark lonely shadow of a person-
Randy,"Come on, Stan, let's get some rest."
Randy,"Oh Jesus, a broken glass! Well, I don't see any choice now! We have to go to Wall-Mart!"
Kyle,"What have you done, Cartman?!"
Cartman,"...And, since the stupid security guard needs video surveillance, I have to let in two more people a day to cover those expenses... Need to cover the new ticket guy's salary, so that's three more admissions a day...  Cleanup crew for the bathroom, money to cover paint and upkeep - so that's about four admissions - that brings the grand total to...  God-damnit!  Eight hundred and sixteen people can come into the park today!"
Kyle,"...But you can't melt ice with a cool song, 'tardheart."
Cartman,We're all gonna need a lot more calamine lotion.
Stan,"Cartman, you have to stop!"
Kyle,WE HAVE TO GET OUT OF HERE!
Randy,Will he be okay out of the hospital?
Randy,"Yeah, it's me. I told you I can't play the concert!"
Cartman,"YES! Yeheah, did you hear that Kenny?? We're good! I seriously thought we didn't stand a chance, but now... everything's gonna be okay!
Cause I'm not (I'm not) the poor kid at school!  
Let's hear it for Jacob Hallery, guys! 
His mom is so poor she cuts coupons out to be institutionalized!
Greeley Colorado's the place to be!
It's a whole new beginning for you and me!
Life can only get better 'cause I know one simple ruuule!
I'm not (he's not) the poor kid at school!"
Mr. Garrison,This is it: The Tree of Insight. You must go in and face what lives inside.
Cartman,"Sir, step out of the car, please."
Cartman,Alright. I promise. I won't let the black people riot and destroy the world.
Randy,"You don't understand, Sharon! I've got Gordon Ramsay up my ass, Bobby Flay out to kick my ass, and the whole world's gonna be watching! I can't sleep! I haven't slept for days!"
Stan,"Come on, Tweek! You got him!"
Mr. Garrison,"Damien, do you need to sit in time out for a few minutes?"
Kyle,All I wanted was to play one level of Call of Duty and you know what Ike told me? He said the living room was for old people.
Cartman,Do you know what it's like to have an abortion at seven years old? DO YOU? I've had so many abortions. I just... got addicted to them.
Cartman,"Uhuh, excuse me I, I need a toilet! Bathroom! Bathroom!"
Kyle,"Come on, we've gotta go!"
Stan,Why does it matter?!
Cartman,"There will be refreshments served! So make sure your mom goes to the grocery store, Kevinnn! So come one, come all! The invitation is open to any student who wants to be a pirate, and who isn't Jewish, Mexican or ginger! Arrrgh!"
Cartman,"It's just... I don't know what to do about Jimmy. I'm starting to think he might try and Jew me out of my half of the fishsticks joke.  I just... need you to teach me some Jew defensive moves, Kyle. Because we really both did come up with it."
Cartman,"The brown noise! Kenny and me found the brown noise! Here, look! Look.  There, okay. Let's see here.  Right there. Okay. Okay. Ready, Kenny?"
Cartman,Then start explaining it to me!
Stan,How come everyone in cartoons has such big heads?
Kyle,"Bye-bye seeme mama.  Ah, I'm gonna take him up to the bathroom to get washed up."
Randy,"Yeahyeahyeahyeah, but for now can I finally get my prescription please?!"
Cartman,Everyone get a good look at our fugitive! I want her taken down fast and clean!
Stan,"Yeah, maybe that dead fetus makes her smarter."
Stan,"What the hell are you doing, Cartman?"
Cartman,"All right lady, just flash us your crotch or somethin'."
Randy,"Boys, we are so sorry for doubting you. You really did bring us Muhammad."
Kyle,Then that's it. I'm... I'm never going to get my brother back.
Cartman,"No- cold sore is what girls call it, Kenny. It's actually herpes."
Stan,Are we gonna go to hell?
Cartman,"Go play with yourself, Craig."
Stan,"YOU are the scums of the earth! Old people are victimized by shopping networks and YOU kick back in your fat-cat mansions, making billions!"
Cartman,"And now, again, one man's vision ushers in a new era of aerial travel, proving the power of imagination and intellect. The magic... of flight!"
Cartman,"No wait. I'll tell you.  He's, he's a little starving Ethiopian kid. We adopted him."
Randy,"Stanley, do you have any concept of money at all? Money doesn't grow on trees, you know?"
Stan,No!  I can do it Uncle Jimbo. I want to bag that animal!
Cartman,"Butters, do you think it's possible that you can lose the ability to filter what you say? I mean, if somebody got used to saying whatever came to their mind, could they start saying things that they would normally never say?"
Kyle,"Alright, here it goes. Cartman, you aren't really here."
Stan,"Why don't we just call it ""Untitled Startup Company""?"
Kyle,"Whoa. Check it out, dude.  It's got little drawings on it."
Cartman,No! Why don't you wanna to understand? We have to do this ourselves.
Cartman,Shh shh shh shh Butters Butters.  You you like putting fishsticks in your mouth?
Cartman,We were wrong! I'm sorry God I'll be Jewish I promise! Please don't kill me! Don't kill me! Doooo...!
Kyle,"Aw, come on Dad, don't be such a Jew!"
Kyle,That was totally gross. She smelled like vitamins and pee.
Randy,"...Uh. That's r-. That's right!  Oh, oh my God! Hey everybody, we just made first contact!"
Kyle,Maybe you should go talk to the counselor.
Kyle,What I understand is that you totally screwed me over!! So why should I have to listen to you?!
Stan,"Dude, I told you something was up with this place!"
Stan,That is our understanding.
Stan,Visitors are real. They...  Wait a minute. This has all happened before.
Kyle,"Cartman, what is going on out there?! What happened to Stan?!"
Stan,What are they talking about?
Kyle,Sssss-so ...Bebe ...didn't become smart and cool? It was just her boobs?
Kyle,"Yeah, but dude, he seriously could have died in that fire."
Cartman,"Well, Kyle, maybe I was just trying to prove a p-"
Kyle,What was your paper about Wendy?
Stan,"I don't know. We don't have horses, so we can't play."
Cartman,"It wasn't? So then, you mean... we do have until 2012. Well, it may be only three years, but... I intend to live those precious years to the fullest!"
Butters,Yes sir.  Jeez. Nobody will even listen to me. It's like nobody even cares if there's vampires at the school. I try to help and all I ever do is get hollered at. I bet vampires never get hollered at. Vampires just get to do whatever they want.
